"Reino","Filo","Classe","Ordem","Familia","Genero","Nome_Cientifico","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Chordata","Amphibia","Anura","Microhylidae","Chiasmocleis","Chiasmocleis haddadi","Chiasmocleis haddadi","Peloso, Sturaro, Forlani, Gaucher, Motta & Wheeler, 2014","","Anfíbios","06/2017","Menos Preocupante","","","Chiasmocleis haddadio corre na região amazônica da América do Sul, conhecida para o Brasil e Guiana Francesa. No Brasil, possui dois registros, um na Floresta Nacional do Amapá e outro no Parque Nacional Montanhas do Tumucumaque, ambos no estado do Amapá. É possível que sua distribuição seja mais ampla no país. A espécie ocorre em uma região isolada e bem preservada, sem ameaças que possam colocá-la em risco de extinção. Por essas razões, Chiasmocleis haddadi foi avaliada como Menos Preocupante (LC).","Não","Não","Amapá","|Norte|","Amazônia","Sub-bacia Amapá Litoral","FLONA Amapá, PARNA Montanhas do Tumucumaque","","","Não","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Dendropsophus","Dendropsophus bifurcus","Dendropsophus bifurcus","(Andersson, 1945)","Rana Payaso, Upper Amazon Treefrog","Anfíbios","06/2017","Menos Preocupante","","","Dendropsophus bifurcus possui ampla distribuição na bacia Amazônica, ocorrendo no Brasil, Bolívia, Peru, Equador e Colômbia. No Brasil, há registros somente no Parque Nacional da Serra do Divisor e na Reserva Extrativista do Alto Juruá, no estado do Acre. Ocorre em uma região bem preservada e não há ameaças evidentes que possam colocá-la em risco extinção. Por essas razões, Dendropsophus bifurcus foi avaliada como Menos Preocupante (LC).","Não","Não","Acre","|Norte|","Amazônia","Sub-bacia Solimões","PARNA Serra do Divisor, RESEX Alto Juruá","","","Não","Estável","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Microhylidae","Chiasmocleis","Chiasmocleis albopunctata","Chiasmocleis albopunctata","(Boettger, 1885)","","Anfíbios","06/2017","Menos Preocupante","","","Chiasmocleis albopunctata ocorre na América do Sul, na Bolívia, Brasil e Paraguai. No Brasil, a espécie é comum e apresenta ampla distribuição, com registros nos estados de Tocantins, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, São Paulo, Rio de Janeiro e no Distrito Federal. Embora haja perda de vegetação nativa em alguns locais ao longo de sua distribuição, as ameaças não devem colocar a espécie em risco de extinção em curto prazo. Por essas razões, Chiasmocleis albopunctata foi avaliada como Menos Preocupante (LC).","Não","Não","Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Rio de Janeiro, São Paulo, Tocantins","|Centro-Oeste|Norte|Sudeste|Sul|","Amazônia, Cerrado, Mata Atlântica, Pantanal","Sub-bacia Araguaia Sub-bacia Grande Sub-bacia Iguaçu Sub-bacia Litoral RJ Sub-bacia Paraguai 02 Sub-bacia Paraguai 03 Sub-bacia Paranaíba Sub-bacia Paranapanema Sub-bacia Paraná RH1 Sub-bacia São Francisco Alto Sub-bacia São Francisco Médio Sub-bacia Tietê Sub-bacia Tocantins Alto Sub-bacia Xingu","APA Meandros do Rio Araguaia, FLONA Silvânia","APA DO LAGO PARANOÁ, APA RIO BATALHA, ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO, ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DAS GALÉS E DA PORTARIA, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO, ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO, ESTAÇÃO ECOLÓGICA DE CORUMBÁ, ESTAçãO ECOLóGICA DE SANTA BáRBARA, ESTAÇÃO ECOLÓGICA JATAÍ, FLORESTA ESTADUAL PEDERNEIRAS, PARQUE ESTADUAL DO CANTãO, PARQUE ESTADUAL DO MORRO DO DIABO","RPPN Chakra Grisu, RPPN Jubran, RPPN Reserva Ecológica da Mata Fria","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Dendropsophus","Dendropsophus acreanus","Dendropsophus acreanus","(Bokermann, 1964)","Acre Treefrog","Anfíbios","06/2017","Menos Preocupante","","","Dendropsophus acreanus ocorre na América do Sul, sendo conhecida para boa parte da Bolívia, sudeste do Peru e Brasil. No Brasil, possui registros de ocorrência nos estados do Acre, Amazonas e Rondônia. A espécie é comum, abundante e ocorre em uma região com florestas bem preservadas, incluindo unidade de conservação. Não há ameaças evidentes que possam colocá-la em risco de extinção. Por essas razões, Dendropsophus acreanus foi avaliada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas, Rondônia","|Norte|","Amazônia","Sub-bacia Madeira Sub-bacia Purus Sub-bacia Solimões","RESEX Alto Juruá, RESEX Riozinho da Liberdade","","","Não","Estável","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Pipidae","Pipa","Pipa arrabali","Pipa arrabali","Izecksohn, 1976","","Anfíbios","05/2018","Menos Preocupante","","","Pipa arrabali ocorre no leste da Venezuela, Suriname, Guiana e Brasil. No Brasil, possui ampla distribuição, com registros de ocorrência no bioma Amazônia e no estado de Tocantins. A espécie é aquática, vive em corpos d'água permanentes e temporários e aparentemente é adaptável a perturbações humanas. Não há ameaças evidentes possam colocá-la em risco de extinção em curto prazo. Por essas razões, Pipa arrabali foi avaliada como Menos Preocupante (LC).","Não","Não","Amazonas, Mato Grosso, Pará, Rondônia, Tocantins","|Centro-Oeste|Norte|","Amazônia, Cerrado","Sub-bacia Madeira Sub-bacia Tapajós Sub-bacia Tocantins Alto Sub-bacia Trombetas Sub-bacia Xingu","FLONA Jamanxim, PARNA Serra do Pardo, RESEX Riozinho do Anfrísio","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO","RPPN Parque Natural Leonildo Ferreira 1","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Phyllomedusidae","Pithecopus","Pithecopus megacephalus","Phyllomedusa megacephala","(Miranda-Ribeiro, 1926)","","Anfíbios","05/2018","Menos Preocupante","","","Pithecopus megacephalus é endêmica do Brasil, com registros de ocorrência na Cadeia do Espinhaço nos estados de Minas Gerais e Bahia. A espécie ocorre em ambientes rochosos nos topos das chapadas e serras, acima de 900 metros de altitude. Embora possa sofrer pressão antrópica em algumas localidades nessa área, principalmente pelo do turismo desordenado, não há evidências de ameaças que possam colocá-la em risco de extinção, uma vez que sua distribuição é relativamente ampla, ela é comum e está presente em várias unidades de conservação, inclusive de proteção integral. Por essas razões, Pithecopus megacephalus foi avaliada como Menos Preocupante (LC).","Sim","Não","Bahia, Minas Gerais","|Nordeste|Sudeste|","Caatinga, Cerrado, Mata Atlântica","Sub-bacia Contas Sub-bacia Doce Sub-bacia Jequitinhonha Sub-bacia São Francisco Alto Sub-bacia São Francisco Médio","APA do Morro da Pedreira, PARNA da Serra do Cipó, PARNA das Sempre-Vivas","PARQUE ESTADUAL GRÃO MOGOL, PARQUE ESTADUAL RIO PRETO, PARQUE ESTADUAL SERRA DO INTENDENTE, PARQUE ESTADUAL SERRA NOVA","","","Desconhecida","6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Phyllomedusidae","Pithecopus","Pithecopus oreades","Phyllomedusa oreades","(Brandão, 2002)","","Anfíbios","05/2018","Menos Preocupante","","","Pithecopus oreades é endêmica do Brasil e possui registros de ocorrência no Cerrado do Distrito Federal e dos estados de Goiás e Minas Gerais. A espécie vive em ambientes abertos com afloramentos rochosos. Apesar de ser considerada pouco frequente e sofrer com alterações do hábitat em algumas localidades, sua distribuição é ampla e não foram identificadas ameaças que a coloquem em risco de extinção em curto prazo. Por essas razões, Pithecopus oreades foi avaliada como Menos Preocupante (LC).","Sim","Não","Distrito Federal, Goiás, Minas Gerais","|Centro-Oeste|Sudeste|","Cerrado","Sub-bacia Paranaíba Sub-bacia São Francisco Médio Sub-bacia Tocantins Alto","APA Planalto Central, ARIE Capetinga-Taquara, PARNA Grande Sertão Veredas","APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Phyllomedusidae","Pithecopus","Pithecopus hypochondrialis","Phyllomedusa hypochondrialis","(Daudin, 1800)","","Anfíbios","05/2018","Menos Preocupante","","","Pithecopus hypochondrialis ocorre na América do Sul a leste dos Andes, incluindo grande parte da bacia amazônica. No Brasil, possui ampla distribuição, com registros nos biomas Amazônia e Cerrado. Vive em arbustos e vegetação herbácea em pastagens sazonalmente inundadas e ambientes abertos em florestas secas. Também é comum na vegetação secundária perto de locais úmidos. Não há ameaças evidentes que possam colocá-la em risco de extinção. Por essas razões, Pithecopus hypochondrialis foi avaliada como Menos Preocupante (LC).","Não","Não","Amapá, Goiás, Maranhão, Mato Grosso, Minas Gerais, Pará, Rondônia, Roraima, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|","Amazônia, Cerrado","Sub-bacia Araguaia Sub-bacia Foz Amazonas Sub-bacia Gurupi Sub-bacia Itapecuru Sub-bacia Madeira Sub-bacia Mearim Sub-bacia Negro Sub-bacia Paraguai 03 Sub-bacia Paranaíba Sub-bacia Tapajós Sub-bacia Tocantins Alto Sub-bacia Tocantins Baixo Sub-bacia Trombetas Sub-bacia Xingu","ESEC da Terra do Meio, FLONA Carajás, RESEX Rio Cajari","ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO, ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ, PARQUE ESTADUAL DOS PIRINEUS, RESERVA BIOLÓGICA DE MAICURU","RPPN Fazenda Pioneira, RPPN Reserva Ecológica da Mata Fria","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Odontophrynidae","Proceratophrys","Proceratophrys huntingtoni","","Ávila, Pansonato & Strüssmann, 2012","","Anfíbios","06/2017","Menos Preocupante","","","Proceratophrys huntingtoni é endêmica do Brasil, do bioma Cerrado, e foi registrada nos municípios de Nobres, Santo Antônio do Leverger e Chapada dos Guimarães, no estado de Mato Grosso. Trata-se de espécie terrestre e noturna, que habita matas de galeria de rios de cabeceira. Embora tenha distribuição conhecida restrita, com extensão de ocorrência de 667 km2, ela pode ser mais ampla, uma vez que existem ambientes próximos favoráveis à espécie ainda pouco amostrados. Não há evidências de ameaças que possam colocá-la em risco de extinção em curto prazo. Por essas razões, Proceratophrys huntingtoni foi avaliada como Menos Preocupante (LC).","Sim","Não","Mato Grosso","|Centro-Oeste|","Cerrado","Sub-bacia Paraguai 03","","","","","Desconhecida","1 - Desenvolvimento residencial e comercial|1.4 - Assentamentos e pequenas propriedades rurais 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Strabomantidae","Noblella","Noblella myrmecoides","Noblella myrmecoides","(Lynch, 1976)","Loreto Leaf Frog","Anfíbios","05/2018","Menos Preocupante","","","Noblella myrmecoides ocorre na América do Sul, no bioma amazônico, sendo conhecida para o Brasil, Colômbia, Equador, Peru e Bolívia. No Brasil, possui poucos registros nos estados do Amazonas e Acre. A espécie habita a serapilheira e ocorre em uma região preservada, não havendo ameaças que possam colocá-la em risco de extinção em curto prazo. Por estas razões, Noblella myrmecoides foi avaliada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas","|Norte|","Amazônia","Sub-bacia Madeira Sub-bacia Solimões","","","","Não","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Odontophrynidae","Odontophrynus","Odontophrynus cultripes","Odontophrynus cultripes","Reinhardt & Lütken, 1862","","Anfíbios","05/2018","Menos Preocupante","","","Odontophrynus cultripes é endêmica do Brasil, com registros de ocorrência nos estados de Goiás, Mato Grosso, Minas Gerais e São Paulo. A espécie é fossorial e pode ser encontrada em ambientes abertos e bordas de florestas. Embora exista perda de vegetação natural em alguns locais na sua área de distribuição, não há evidências de ameaças que possam colocá-la em risco de extinção. Ocorre em unidades de conservação, inclusive de proteção integral. Por estas razões, Odontophrynus cultripes foi avaliada como Menos Preocupante (LC).","Sim","Não","Goiás, Minas Gerais, São Paulo","|Centro-Oeste|Sudeste|","Cerrado, Mata Atlântica","Sub-bacia Araguaia Sub-bacia Doce Sub-bacia Grande Sub-bacia Paranaíba Sub-bacia Paranapanema Sub-bacia São Francisco Alto Sub-bacia Tocantins Alto","APA Nascentes do Rio Vermelho, FLONA Silvânia","ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH","","","Estável","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Odontophrynidae","Odontophrynus","Odontophrynus monachus","Odontophrynus monachus","Caramaschi & Napoli, 2012","","Anfíbios","05/2018","Menos Preocupante","","","Odontophrynus monachus é endêmica do Brasil, do bioma Cerrado, e conhecida apenas do Parque Nacional da Serra da Canastra, a cerca de 1.350 metros acima do nível do mar, no estado de Minas Gerais. Apesar de ter distribuição conhecida bastante restrita e haver poucas informações sobre a espécie, ela ocorre dentro de uma área protegida bem preservada, não havendo evidências de ameaças que possam colocá-la em risco de extinção. Por estas razões, Odontophrynus monachus foi avaliada como Menos Preocupante (LC).","Sim","Não","Minas Gerais","|Sudeste|","Cerrado","Sub-bacia São Francisco Alto","PARNA da Serra da Canastra","","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Cycloramphidae","Cycloramphus","Cycloramphus fuliginosus","Cycloramphus fulginosus","Tschudi, 1838","rã-do-riacho, Tschudi's Button Frog","Anfíbios","09/2018","Menos Preocupante","","","Cycloramphus fuliginosus é endêmica do Brasil, com ocorrência confirmada em poucas regiões serranas do bioma Mata Atlântica nos estados do Espírito Santo, Rio de Janeiro e sul da Bahia. Sua extensão de ocorrência foi calculada em 88.168 km2. Trata-se de espécie de hábitat específico, sendo encontrada em riachos encachoeirados de altitude. Dados históricos indicam que no passado C. fuliginosus era comum, mas atualmente é considerada rara. Embora haja alterações e perda recente de vegetação nativa nessa área, não há evidências de ameaças que possam colocar a espécie em risco de extinção em curto prazo. Ocorre em unidades de conservação, inclusive de proteção integral. Por essas razões, Cycloramphus fuliginosus foi avaliada com Menos Preocupante (LC).","Sim","Não","Bahia, Espírito Santo, Rio de Janeiro","|Nordeste|Sudeste|","Mata Atlântica","Sub-bacia Contas Sub-bacia Litoral ES Sub-bacia Litoral RJ","PARNA da Tijuca","ÁREA DE PROTEÇÃO AMBIENTAL DE MANGARATIBA","","","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 1 - Desenvolvimento residencial e comercial|1.4 - Assentamentos e pequenas propriedades rurais 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","Identificação de novas áreas protegidas, Implementação de áreas protegidas, Implementação de corredores, Plano de Ação Nacional (PAN), Proteção de locais/áreas, Proteção de recursos/habitat, Restauração de habitat e processos naturais","Plano de Ação Nacional para a Conservação da Herpetofauna Ameaçada da Mata Atlântica Nordestina, Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Aplastodiscus","Aplastodiscus lutzorum","","Berneck, Giaretta, Brandão, Cruz, and Haddad, 2017","","Anfíbios","05/2018","Menos Preocupante","","","Aplastodiscus lutzorum é endêmica do Cerrado brasileiro, com registros no noroeste de Minas Gerais, Goiás e Distrito Federal. Possui hábito noturno e apresenta plasticidade ambiental, podendo ser encontrada em matas de galerias primárias e secundárias, principalmente em áreas acima de 1.000 metros de altitude. Sua extensão de ocorrência foi calculada em 25.929 km2. Embora exista perda de vegetação natural em algumas localidades ao longo de sua distribuição, principalmente em decorrência da atividade agropastoril e construção de hidrelétricas, não há evidências de que essas ameaças possam colocá-la em risco de extinção em curto prazo. Além disso, ocorre em unidades de conservação, inclusive de proteção integral. Por essas razões, Aplastodiscus lutzorum foi avaliada como Menos Preocupante (LC).","Sim","Não","Distrito Federal, Goiás, Minas Gerais","|Centro-Oeste|Sudeste|","Cerrado","Sub-bacia Paranaíba Sub-bacia São Francisco Médio Sub-bacia Tocantins Alto","APA Planalto Central, ARIE Capetinga-Taquara, FLONA Silvânia, PARNA de Brasília","APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, APA DE CAFURINGA, ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO, ESTAÇÃO ECOLÓGICA DO JARDIM BOTÂNICO","","","Desconhecida","3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas","","","","","",""
